"","pred","real"
"1",-6.11016939659628,-6.90775527898214
"2",-2.09763333181863,-1.82850691089888
"3",-1.46593864197999,-1.36709446850774
"4",-1.11508473935427,-0.978518054584982
"5",-0.760128159294354,-0.648660443301404
"6",-0.722478873667207,-0.431618885080939
"7",-0.62788830488239,-0.257010519000299
"8",-0.068863583654128,-0.317608459617535
"9",0.158227636463055,-0.130596983637139
"10",-0.122544310796073,-0.0651317019691763
