,时间,市场规模
0,2023-12-31,1.6745254430895748
1,2022-12-31,1.1522514604575356
2,2021-12-31,0.4960227504160512
3,2020-12-31,0.32322399864130436
4,2019-12-31,0.4998463468212875
5,2018-12-31,0.10453455523486588
6,2017-12-31,-0.6564773994495797
7,2016-12-31,-0.6968917826437643
8,2015-12-31,-1.180220054198577
9,2014-12-31,-1.7168153183687072
