国家,,,,,,,,,,,,,,
指标名称,人工智能指数:收盘价(前复权),人工智能指数:涨跌幅,人工智能指数:换手率,人工智能指数:换手率,人工智能指数:总市值2,人工智能指数:市盈率PE(TTM),人工智能指数:市净率PB(LF),纳斯达克CTA人工智能和机器人指数:收盘价(前复权),纳斯达克CTA人工智能和机器人指数:涨跌幅,纳斯达克CTA人工智能和机器人指数:换手率,纳斯达克CTA人工智能和机器人指数:股息率(近12个月),纳斯达克CTA人工智能和机器人指数:总市值2,纳斯达克CTA人工智能和机器人指数:市盈率PE(TTM),纳斯达克CTA人工智能和机器人指数:市净率PB(LF)
频率,日,日,日,日,日,日,日,日,日,日,日,日,日,日
单位,元,%,%,%,亿元,倍,倍,美元,%,%,%,亿美元,倍,倍
指标ID,884201.WI,884201.WI,884201.WI,884201.WI,884201.WI,884201.WI,884201.WI,NQROBO.GI,NQROBO.GI,NQROBO.GI,NQROBO.GI,NQROBO.GI,NQROBO.GI,NQROBO.GI
时间区间,2012-12-31:2024-05-10,2013-01-04:2024-05-10,2015-10-20:2024-05-10,2015-10-20:2024-05-10,2015-10-20:2024-05-10,2015-10-20:2024-05-10,2015-10-20:2024-05-10,2017-12-18:2024-05-10,2017-12-19:2024-05-10,2017-12-18:2024-05-10,2017-12-18:2024-05-10,2017-12-18:2024-05-10,2017-12-18:2024-05-10,2017-12-18:2024-05-10
来源,交易所,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算,交易所,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算
更新时间,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10,'2024-05-10
2012/12/31,1000,,,,,,,,,,,,,
2013/1/4,982.5478,-1.74522,,,,,,,,,,,,
2013/1/7,1001.9029,1.96988889,,,,,,,,,,,,
2013/1/8,1022.1576,2.02162305,,,,,,,,,,,,
2013/1/9,1029.2461,0.69348406,,,,,,,,,,,,
2013/1/10,1034.0629,0.46799303,,,,,,,,,,,,
2013/1/11,1015.4317,-1.80174726,,,,,,,,,,,,
2013/1/14,1047.5142,3.15949364,,,,,,,,,,,,
2013/1/15,1071.5235,2.29202621,,,,,,,,,,,,
2013/1/16,1074.7274,0.29900417,,,,,,,,,,,,
2013/1/17,1066.5299,-0.76275156,,,,,,,,,,,,
2013/1/18,1078.6292,1.13445483,,,,,,,,,,,,
2013/1/21,1073.4929,-0.47618774,,,,,,,,,,,,
2013/1/22,1058.9951,-1.35052593,,,,,,,,,,,,
2013/1/23,1071.7327,1.20280066,,,,,,,,,,,,
2013/1/24,1038.1717,-3.13147112,,,,,,,,,,,,
2013/1/25,1037.7436,-0.04123595,,,,,,,,,,,,
2013/1/28,1059.4679,2.09341691,,,,,,,,,,,,
2013/1/29,1075.965,1.55711183,,,,,,,,,,,,
2013/1/30,1074.18,-0.16589759,,,,,,,,,,,,
2013/1/31,1055.5762,-1.73190713,,,,,,,,,,,,
2013/2/1,1064.2028,0.81724086,,,,,,,,,,,,
2013/2/4,1038.9898,-2.36919129,,,,,,,,,,,,
2013/2/5,1053.7882,1.42430657,,,,,,,,,,,,
2013/2/6,1067.7656,1.32639557,,,,,,,,,,,,
2013/2/7,1084.7029,1.58623765,,,,,,,,,,,,
2013/2/8,1103.7233,1.75351241,,,,,,,,,,,,
2013/2/18,1113.8546,0.91792028,,,,,,,,,,,,
2013/2/19,1097.4662,-1.4713231,,,,,,,,,,,,
2013/2/20,1120.3567,2.085759,,,,,,,,,,,,
2013/2/21,1109.8449,-0.93825475,,,,,,,,,,,,
2013/2/22,1095.0003,-1.33753825,,,,,,,,,,,,
2013/2/25,1111.9329,1.54635574,,,,,,,,,,,,
2013/2/26,1111.7783,-0.01390372,,,,,,,,,,,,
2013/2/27,1105.3731,-0.57612206,,,,,,,,,,,,
2013/2/28,1121.3632,1.44657944,,,,,,,,,,,,
2013/3/1,1143.5726,1.9805715,,,,,,,,,,,,
2013/3/4,1102.3899,-3.60123179,,,,,,,,,,,,
2013/3/5,1135.8902,3.03887944,,,,,,,,,,,,
2013/3/6,1159.8089,2.10572289,,,,,,,,,,,,
2013/3/7,1143.5924,-1.39820448,,,,,,,,,,,,
2013/3/8,1126.0036,-1.53803051,,,,,,,,,,,,
2013/3/11,1133.803,0.69266208,,,,,,,,,,,,
2013/3/12,1101.5887,-2.84126078,,,,,,,,,,,,
2013/3/13,1099.7406,-0.16776679,,,,,,,,,,,,
2013/3/14,1098.5827,-0.10528847,,,,,,,,,,,,
2013/3/15,1107.9542,0.85305367,,,,,,,,,,,,
2013/3/18,1096.4442,-1.03885161,,,,,,,,,,,,
2013/3/19,1089.7916,-0.60674314,,,,,,,,,,,,
2013/3/20,1116.7574,2.47439969,,,,,,,,,,,,
2013/3/21,1147.646,2.76591854,,,,,,,,,,,,
2013/3/22,1160.6861,1.13624759,,,,,,,,,,,,
2013/3/25,1167.8144,0.61414537,,,,,,,,,,,,
2013/3/26,1169.9916,0.18643373,,,,,,,,,,,,
2013/3/27,1180.9525,0.93683579,,,,,,,,,,,,
2013/3/28,1141.14,-3.37121942,,,,,,,,,,,,
2013/3/29,1136.527,-0.40424488,,,,,,,,,,,,
2013/4/1,1140.7471,0.37131542,,,,,,,,,,,,
2013/4/2,1112.9941,-2.43287929,,,,,,,,,,,,
2013/4/3,1096.7505,-1.45945068,,,,,,,,,,,,
2013/4/8,1122.6737,2.36363694,,,,,,,,,,,,
2013/4/9,1127.3131,0.41324563,,,,,,,,,,,,
2013/4/10,1117.7638,-0.84708498,,,,,,,,,,,,
2013/4/11,1110.1749,-0.67893593,,,,,,,,,,,,
2013/4/12,1104.3901,-0.52107105,,,,,,,,,,,,
2013/4/15,1089.9329,-1.30906642,,,,,,,,,,,,
2013/4/16,1109.0346,1.75255743,,,,,,,,,,,,
2013/4/17,1131.6491,2.03911582,,,,,,,,,,,,
2013/4/18,1124.9244,-0.59423897,,,,,,,,,,,,
2013/4/19,1143.8959,1.68646889,,,,,,,,,,,,
2013/4/22,1172.0686,2.46287271,,,,,,,,,,,,
2013/4/23,1136.7643,-3.01213598,,,,,,,,,,,,
2013/4/24,1183.5564,4.11625347,,,,,,,,,,,,
2013/4/25,1146.1474,-3.16072812,,,,,,,,,,,,
2013/4/26,1120.4625,-2.24097703,,,,,,,,,,,,
2013/5/2,1133.1907,1.13597733,,,,,,,,,,,,
2013/5/3,1154.1167,1.84664417,,,,,,,,,,,,
2013/5/6,1187.8424,2.92220882,,,,,,,,,,,,
2013/5/7,1188.5686,0.06113606,,,,,,,,,,,,
2013/5/8,1212.8438,2.04238948,,,,,,,,,,,,
2013/5/9,1220.6974,0.64753598,,,,,,,,,,,,
2013/5/10,1219.8486,-0.06953402,,,,,,,,,,,,
2013/5/13,1253.3412,2.74563581,,,,,,,,,,,,
2013/5/14,1231.9045,-1.71036426,,,,,,,,,,,,
2013/5/15,1275.0746,3.5043382,,,,,,,,,,,,
2013/5/16,1273.356,-0.13478427,,,,,,,,,,,,
2013/5/17,1299.8542,2.08097343,,,,,,,,,,,,
2013/5/20,1332.9276,2.54439306,,,,,,,,,,,,
2013/5/21,1378.6854,3.43287963,,,,,,,,,,,,
2013/5/22,1347.6251,-2.2528925,,,,,,,,,,,,
2013/5/23,1348.4697,0.06267322,,,,,,,,,,,,
2013/5/24,1385.9977,2.78300654,,,,,,,,,,,,
2013/5/27,1401.6841,1.13177677,,,,,,,,,,,,
2013/5/28,1369.3932,-2.30372164,,,,,,,,,,,,
2013/5/29,1386.8562,1.27523636,,,,,,,,,,,,
2013/5/30,1410.0709,1.67390822,,,,,,,,,,,,
2013/5/31,1409.246,-0.0585006,,,,,,,,,,,,
2013/6/3,1375.9748,-2.36092208,,,,,,,,,,,,
2013/6/4,1336.5156,-2.86772694,,,,,,,,,,,,
2013/6/5,1345.8781,0.70051558,,,,,,,,,,,,
2013/6/6,1320.0961,-1.91562668,,,,,,,,,,,,
2013/6/7,1290.0951,-2.27263758,,,,,,,,,,,,
2013/6/13,1263.5113,-2.06060778,,,,,,,,,,,,
2013/6/14,1314.5302,4.03786654,,,,,,,,,,,,
2013/6/17,1317.3969,0.21807791,,,,,,,,,,,,
2013/6/18,1340.8419,1.77964591,,,,,,,,,,,,
2013/6/19,1346.0658,0.38959851,,,,,,,,,,,,
2013/6/20,1301.9732,-3.27566453,,,,,,,,,,,,
2013/6/21,1310.5027,0.65512101,,,,,,,,,,,,
2013/6/24,1250.5903,-4.5717113,,,,,,,,,,,,
2013/6/25,1254.5314,0.31513918,,,,,,,,,,,,
2013/6/26,1310.3466,4.44908752,,,,,,,,,,,,
2013/6/27,1291.5068,-1.43777227,,,,,,,,,,,,
2013/6/28,1252.0015,-3.05885343,,,,,,,,,,,,
2013/7/1,1304.8131,4.21817386,,,,,,,,,,,,
2013/7/2,1332.8207,2.14648366,,,,,,,,,,,,
2013/7/3,1356.3893,1.76832488,,,,,,,,,,,,
2013/7/4,1340.6947,-1.15708669,,,,,,,,,,,,
2013/7/5,1321.0494,-1.4653075,,,,,,,,,,,,
2013/7/8,1272.7557,-3.65570735,,,,,,,,,,,,
2013/7/9,1286.2851,1.06300054,,,,,,,,,,,,
2013/7/10,1328.2286,3.26082452,,,,,,,,,,,,
2013/7/11,1355.3871,2.0447158,,,,,,,,,,,,
2013/7/12,1387.0841,2.3385939,,,,,,,,,,,,
2013/7/15,1460.2605,5.27555611,,,,,,,,,,,,
2013/7/16,1463.3761,0.21335919,,,,,,,,,,,,
2013/7/17,1455.4574,-0.54112542,,,,,,,,,,,,
2013/7/18,1507.2171,3.55624974,,,,,,,,,,,,
2013/7/19,1472.6006,-2.29671625,,,,,,,,,,,,
2013/7/22,1529.8772,3.8894864,,,,,,,,,,,,
2013/7/23,1568.8357,2.54651158,,,,,,,,,,,,
2013/7/24,1596.4972,1.76318655,,,,,,,,,,,,
2013/7/25,1508.0727,-5.53865675,,,,,,,,,,,,
2013/7/26,1511.7701,0.24517386,,,,,,,,,,,,
2013/7/29,1478.3408,-2.21126876,,,,,,,,,,,,
2013/7/30,1445.8444,-2.19816703,,,,,,,,,,,,
2013/7/31,1455.6658,0.67928471,,,,,,,,,,,,
2013/8/1,1544.5788,6.10806409,,,,,,,,,,,,
2013/8/2,1560.1034,1.00510249,,,,,,,,,,,,
2013/8/5,1582.1346,1.41216281,,,,,,,,,,,,
2013/8/6,1595.0072,0.8136223,,,,,,,,,,,,
2013/8/7,1532.4983,-3.9190356,,,,,,,,,,,,
2013/8/8,1554.6124,1.44300976,,,,,,,,,,,,
2013/8/9,1550.0473,-0.29364876,,,,,,,,,,,,
2013/8/12,1544.266,-0.37297571,,,,,,,,,,,,
2013/8/13,1552.6482,0.54279509,,,,,,,,,,,,
2013/8/14,1574.063,1.37924354,,,,,,,,,,,,
2013/8/15,1562.8612,-0.71164877,,,,,,,,,,,,
2013/8/16,1525.7137,-2.37689054,,,,,,,,,,,,
2013/8/19,1593.5628,4.4470401,,,,,,,,,,,,
2013/8/20,1610.1098,1.0383651,,,,,,,,,,,,
2013/8/21,1649.3848,2.43927464,,,,,,,,,,,,
2013/8/22,1683.5855,2.07354281,,,,,,,,,,,,
2013/8/23,1671.1266,-0.74002182,,,,,,,,,,,,
2013/8/26,1707.2201,2.15983038,,,,,,,,,,,,
2013/8/27,1725.7564,1.08575924,,,,,,,,,,,,
2013/8/28,1680.5529,-2.61934419,,,,,,,,,,,,
2013/8/29,1676.0298,-0.26914357,,,,,,,,,,,,
2013/8/30,1598.2474,-4.64087214,,,,,,,,,,,,
2013/9/2,1618.9863,1.29760261,,,,,,,,,,,,
2013/9/3,1661.1978,2.60727963,,,,,,,,,,,,
2013/9/4,1658.9396,-0.13593806,,,,,,,,,,,,
2013/9/5,1681.9705,1.38829045,,,,,,,,,,,,
2013/9/6,1678.8926,-0.1829937,,,,,,,,,,,,
2013/9/9,1672.233,-0.39666623,,,,,,,,,,,,
2013/9/10,1666.0021,-0.37260956,,,,,,,,,,,,
2013/9/11,1611.7536,-3.25620838,,,,,,,,,,,,
2013/9/12,1596.1709,-0.96681652,,,,,,,,,,,,
2013/9/13,1628.094,1.99998008,,,,,,,,,,,,
2013/9/16,1629.1795,0.06667305,,,,,,,,,,,,
2013/9/17,1621.9498,-0.44376326,,,,,,,,,,,,
2013/9/18,1615.6147,-0.39058545,,,,,,,,,,,,
2013/9/23,1670.968,3.42614486,,,,,,,,,,,,
2013/9/24,1681.5579,0.6337584,,,,,,,,,,,,
2013/9/25,1668.2877,-0.78916105,,,,,,,,,,,,
2013/9/26,1643.451,-1.48875401,,,,,,,,,,,,
2013/9/27,1645.4471,0.12145783,,,,,,,,,,,,
2013/9/30,1674.9151,1.79088103,,,,,,,,,,,,
2013/10/8,1739.8973,3.87973098,,,,,,,,,,,,
2013/10/9,1769.1771,1.68284645,,,,,,,,,,,,
2013/10/10,1759.697,-0.53584799,,,,,,,,,,,,
2013/10/11,1788.5008,1.63686135,,,,,,,,,,,,
2013/10/14,1785.3111,-0.1783449,,,,,,,,,,,,
2013/10/15,1733.763,-2.88734552,,,,,,,,,,,,
2013/10/16,1674.2249,-3.43403914,,,,,,,,,,,,
2013/10/17,1664.8864,-0.5577805,,,,,,,,,,,,
2013/10/18,1709.3474,2.67051253,,,,,,,,,,,,
2013/10/21,1744.9921,2.0852812,,,,,,,,,,,,
2013/10/22,1681.3793,-3.64544917,,,,,,,,,,,,
2013/10/23,1609.0285,-4.30306237,,,,,,,,,,,,
2013/10/24,1610.1546,0.06998633,,,,,,,,,,,,
2013/10/25,1564.5988,-2.82928111,,,,,,,,,,,,
2013/10/28,1557.3908,-0.46069318,,,,,,,,,,,,
2013/10/29,1515.6586,-2.67962287,,,,,,,,,,,,
2013/10/30,1540.7077,1.65268749,,,,,,,,,,,,
2013/10/31,1508.1061,-2.11601461,,,,,,,,,,,,
2013/11/1,1500.6017,-0.49760425,,,,,,,,,,,,
2013/11/4,1517.6966,1.13920303,,,,,,,,,,,,
2013/11/5,1555.526,2.49255352,,,,,,,,,,,,
2013/11/6,1550.9421,-0.29468488,,,,,,,,,,,,
2013/11/7,1523.5386,-1.76689381,,,,,,,,,,,,
2013/11/8,1490.8633,-2.14469788,,,,,,,,,,,,
2013/11/11,1509.2096,1.23058231,,,,,,,,,,,,
2013/11/12,1518.2038,0.59595433,,,,,,,,,,,,
2013/11/13,1532.7951,0.96108968,,,,,,,,,,,,
2013/11/14,1577.6781,2.92818003,,,,,,,,,,,,
2013/11/15,1621.4183,2.77244135,,,,,,,,,,,,
2013/11/18,1659.7627,2.36486784,,,,,,,,,,,,
2013/11/19,1667.2081,0.4485822,,,,,,,,,,,,
2013/11/20,1691.7658,1.47298349,,,,,,,,,,,,
2013/11/21,1671.8775,-1.17559416,,,,,,,,,,,,
2013/11/22,1649.1653,-1.3584847,,,,,,,,,,,,
2013/11/25,1662.8695,0.83097795,,,,,,,,,,,,
2013/11/26,1678.758,0.95548689,,,,,,,,,,,,
2013/11/27,1701.5382,1.35696747,,,,,,,,,,,,
2013/11/28,1702.5772,0.0610624,,,,,,,,,,,,
2013/11/29,1716.3309,0.80781653,,,,,,,,,,,,
2013/12/2,1597.6518,-6.91469809,,,,,,,,,,,,
2013/12/3,1602.9302,0.33038488,,,,,,,,,,,,
2013/12/4,1613.09,0.63382673,,,,,,,,,,,,
2013/12/5,1596.4338,-1.03256483,,,,,,,,,,,,
2013/12/6,1586.6988,-0.60979666,,,,,,,,,,,,
2013/12/9,1624.7251,2.39656701,,,,,,,,,,,,
2013/12/10,1630.5761,0.36012246,,,,,,,,,,,,
2013/12/11,1630.1852,-0.02397312,,,,,,,,,,,,
2013/12/12,1630.6934,0.03117437,,,,,,,,,,,,
2013/12/13,1651.6403,1.28453945,,,,,,,,,,,,
2013/12/16,1635.914,-0.95216253,,,,,,,,,,,,
2013/12/17,1624.6755,-0.68698599,,,,,,,,,,,,
2013/12/18,1616.6511,-0.49390786,,,,,,,,,,,,
2013/12/19,1597.6431,-1.1757639,,,,,,,,,,,,
2013/12/20,1574.2231,-1.46590938,,,,,,,,,,,,
2013/12/23,1548.5885,-1.62839689,,,,,,,,,,,,
2013/12/24,1591.4919,2.77048422,,,,,,,,,,,,
2013/12/25,1626.7691,2.21661197,,,,,,,,,,,,
2013/12/26,1602.4728,-1.49353095,,,,,,,,,,,,
2013/12/27,1648.1263,2.84894071,,,,,,,,,,,,
2013/12/30,1675.8066,1.67950114,,,,,,,,,,,,
2013/12/31,1666.2914,-0.56779822,,,,,,,,,,,,
2014/1/2,1695.2221,1.73623293,,,,,,,,,,,,
2014/1/3,1705.6547,0.61541199,,,,,,,,,,,,
2014/1/6,1669.9722,-2.09201194,,,,,,,,,,,,
2014/1/7,1679.4098,0.56513516,,,,,,,,,,,,
2014/1/8,1725.811,2.76294684,,,,,,,,,,,,
2014/1/9,1699.1616,-1.54416677,,,,,,,,,,,,
2014/1/10,1666.1632,-1.94204012,,,,,,,,,,,,
2014/1/13,1666.7778,0.03688714,,,,,,,,,,,,
2014/1/14,1733.5096,4.00364104,,,,,,,,,,,,
2014/1/15,1748.3415,0.85559953,,,,,,,,,,,,
2014/1/16,1731.0145,-0.99105352,,,,,,,,,,,,
2014/1/17,1725.5437,-0.31604588,,,,,,,,,,,,
2014/1/20,1729.0495,0.20317075,,,,,,,,,,,,
2014/1/21,1761.9433,1.90242095,,,,,,,,,,,,
2014/1/22,1787.0626,1.42565882,,,,,,,,,,,,
2014/1/23,1820.3585,1.86316361,,,,,,,,,,,,
2014/1/24,1819.3315,-0.05641746,,,,,,,,,,,,
2014/1/27,1816.8575,-0.13598401,,,,,,,,,,,,
2014/1/28,1807.3528,-0.52313954,,,,,,,,,,,,
2014/1/29,1903.4318,5.31600692,,,,,,,,,,,,
2014/1/30,1905.9518,0.13239245,,,,,,,,,,,,
2014/2/7,1964.5,3.07186152,,,,,,,,,,,,
2014/2/10,2024.1041,3.03405956,,,,,,,,,,,,
2014/2/11,2030.3222,0.30720258,,,,,,,,,,,,
2014/2/12,2047.8984,0.86568526,,,,,,,,,,,,
2014/2/13,2000.7636,-2.30161809,,,,,,,,,,,,
2014/2/14,2051.3753,2.52961919,,,,,,,,,,,,
2014/2/17,2135.9414,4.12240998,,,,,,,,,,,,
2014/2/18,2136.1187,0.00830079,,,,,,,,,,,,
2014/2/19,2134.3337,-0.08356277,,,,,,,,,,,,
2014/2/20,2094.2671,-1.8772416,,,,,,,,,,,,
2014/2/21,2131.1024,1.75886352,,,,,,,,,,,,
2014/2/24,2150.5207,0.91118568,,,,,,,,,,,,
2014/2/25,2038.8282,-5.19374215,,,,,,,,,,,,
2014/2/26,2052.6365,0.67726648,,,,,,,,,,,,
2014/2/27,2017.1198,-1.73029662,,,,,,,,,,,,
2014/2/28,2049.2024,1.59051535,,,,,,,,,,,,
2014/3/3,2093.7715,2.17494865,,,,,,,,,,,,
2014/3/4,2088.0353,-0.27396495,,,,,,,,,,,,
2014/3/5,2092.5705,0.21719939,,,,,,,,,,,,
2014/3/6,2089.3781,-0.15255878,,,,,,,,,,,,
2014/3/7,2080.2783,-0.43552672,,,,,,,,,,,,
2014/3/10,2026.2936,-2.59507105,,,,,,,,,,,,
2014/3/11,2022.5106,-0.18669555,,,,,,,,,,,,
2014/3/12,1998.6359,-1.1804487,,,,,,,,,,,,
2014/3/13,2026.4352,1.39091367,,,,,,,,,,,,
2014/3/14,2040.9338,0.71547316,,,,,,,,,,,,
2014/3/17,2086.2433,2.22003771,,,,,,,,,,,,
2014/3/18,2094.3145,0.38687722,,,,,,,,,,,,
2014/3/19,2077.0601,-0.82386862,,,,,,,,,,,,
2014/3/20,1998.0798,-3.80250432,,,,,,,,,,,,
2014/3/21,2030.511,1.62311836,,,,,,,,,,,,
2014/3/24,1999.5649,-1.52405478,,,,,,,,,,,,
2014/3/25,2007.477,0.39569108,,,,,,,,,,,,
2014/3/26,2015.7315,0.41118777,,,,,,,,,,,,
2014/3/27,1965.29,-2.50239181,,,,,,,,,,,,
2014/3/28,1911.1811,-2.75322726,,,,,,,,,,,,
2014/3/31,1891.3082,-1.03982297,,,,,,,,,,,,
2014/4/1,1936.5304,2.39105398,,,,,,,,,,,,
2014/4/2,1915.7739,-1.07183962,,,,,,,,,,,,
2014/4/3,1931.6671,0.82959685,,,,,,,,,,,,
2014/4/4,1955.2757,1.22218782,,,,,,,,,,,,
2014/4/8,1964.1163,0.45214084,,,,,,,,,,,,
2014/4/9,1983.1204,0.9675649,,,,,,,,,,,,
2014/4/10,2001.2926,0.91634376,,,,,,,,,,,,
2014/4/11,2004.1063,0.14059413,,,,,,,,,,,,
2014/4/14,2018.2537,0.70592064,,,,,,,,,,,,
2014/4/15,2007.1086,-0.55221502,,,,,,,,,,,,
2014/4/16,1982.6413,-1.21903219,,,,,,,,,,,,
2014/4/17,1983.5196,0.04429949,,,,,,,,,,,,
2014/4/18,1997.9931,0.72968777,,,,,,,,,,,,
2014/4/21,1976.7932,-1.06105972,,,,,,,,,,,,
2014/4/22,1952.6435,-1.22166041,,,,,,,,,,,,
2014/4/23,1938.0482,-0.74746363,,,,,,,,,,,,
2014/4/24,1914.6653,-1.20651798,,,,,,,,,,,,
2014/4/25,1870.2948,-2.31740242,,,,,,,,,,,,
2014/4/28,1800.3223,-3.74125512,,,,,,,,,,,,
2014/4/29,1833.4558,1.84042046,,,,,,,,,,,,
2014/4/30,1850.6902,0.93999539,,,,,,,,,,,,
2014/5/5,1886.4774,1.93372181,,,,,,,,,,,,
2014/5/6,1907.7349,1.12683566,,,,,,,,,,,,
2014/5/7,1858.6279,-2.57409979,,,,,,,,,,,,
2014/5/8,1852.0098,-0.3560745,,,,,,,,,,,,
2014/5/9,1823.0481,-1.56379842,,,,,,,,,,,,
2014/5/12,1853.7566,1.68445912,,,,,,,,,,,,
2014/5/13,1849.5743,-0.22561214,,,,,,,,,,,,
2014/5/14,1849.883,0.01669033,,,,,,,,,,,,
2014/5/15,1809.0513,-2.20725851,,,,,,,,,,,,
2014/5/16,1798.554,-0.58026547,,,,,,,,,,,,
2014/5/19,1789.6225,-0.49659337,,,,,,,,,,,,
2014/5/20,1825.7705,2.01986732,,,,,,,,,,,,
2014/5/21,1869.9853,2.42170634,,,,,,,,,,,,
2014/5/22,1885.4765,0.82841293,,,,,,,,,,,,
2014/5/23,1949.4398,3.39242096,,,,,,,,,,,,
2014/5/26,1972.3098,1.17315754,,,,,,,,,,,,
2014/5/27,1981.0536,0.44332792,,,,,,,,,,,,
2014/5/28,2066.5612,4.31626888,,,,,,,,,,,,
2014/5/29,2055.3191,-0.54400034,,,,,,,,,,,,
2014/5/30,2087.9032,1.5853548,,,,,,,,,,,,
2014/6/3,2067.5182,-0.97633837,,,,,,,,,,,,
2014/6/4,2059.2324,-0.40076068,,,,,,,,,,,,
2014/6/5,2082.197,1.11520196,,,,,,,,,,,,
2014/6/6,2074.8474,-0.35297333,,,,,,,,,,,,
2014/6/9,2034.406,-1.94912648,,,,,,,,,,,,
2014/6/10,2104.8538,3.46281912,,,,,,,,,,,,
2014/6/11,2102.5572,-0.10910972,,,,,,,,,,,,
2014/6/12,2113.7456,0.53213297,,,,,,,,,,,,
2014/6/13,2180.4252,3.15457073,,,,,,,,,,,,
2014/6/16,2227.1654,2.14362777,,,,,,,,,,,,
2014/6/17,2233.9246,0.30348891,,,,,,,,,,,,
2014/6/18,2216.9583,-0.759484,,,,,,,,,,,,
2014/6/19,2111.984,-4.73505974,,,,,,,,,,,,
2014/6/20,2173.6637,2.92046247,,,,,,,,,,,,
2014/6/23,2217.2733,2.00627172,,,,,,,,,,,,
2014/6/24,2262.2575,2.02880718,,,,,,,,,,,,
2014/6/25,2233.5832,-1.26750823,,,,,,,,,,,,
2014/6/26,2319.6507,3.85333754,,,,,,,,,,,,
2014/6/27,2324.3353,0.20195282,,,,,,,,,,,,
2014/6/30,2332.1812,0.33755457,,,,,,,,,,,,
2014/7/1,2353.426,0.91094123,,,,,,,,,,,,
2014/7/2,2343.9732,-0.40166124,,,,,,,,,,,,
2014/7/3,2340.4435,-0.15058619,,,,,,,,,,,,
2014/7/4,2361.1503,0.8847383,,,,,,,,,,,,
2014/7/7,2366.1738,0.21275647,,,,,,,,,,,,
2014/7/8,2412.7847,1.96988488,,,,,,,,,,,,
2014/7/9,2340.5213,-2.99502065,,,,,,,,,,,,
2014/7/10,2297.4106,-1.84192727,,,,,,,,,,,,
2014/7/11,2297.7337,0.01406366,,,,,,,,,,,,
2014/7/14,2335.248,1.63266526,,,,,,,,,,,,
2014/7/15,2302.3986,-1.40667715,,,,,,,,,,,,
2014/7/16,2277.6775,-1.07371069,,,,,,,,,,,,
2014/7/17,2227.699,-2.19427465,,,,,,,,,,,,
2014/7/18,2218.5945,-0.40869525,,,,,,,,,,,,
2014/7/21,2215.8936,-0.12173924,,,,,,,,,,,,
2014/7/22,2243.7053,1.25510088,,,,,,,,,,,,
2014/7/23,2188.2355,-2.4722409,,,,,,,,,,,,
2014/7/24,2158.5712,-1.35562649,,,,,,,,,,,,
2014/7/25,2200.0054,1.91951973,,,,,,,,,,,,
2014/7/28,2240.1779,1.82601825,,,,,,,,,,,,
2014/7/29,2269.3578,1.30257066,,,,,,,,,,,,
2014/7/30,2322.7551,2.35296964,,,,,,,,,,,,
2014/7/31,2310.2229,-0.53954031,,,,,,,,,,,,
2014/8/1,2274.4405,-1.54887219,,,,,,,,,,,,
2014/8/4,2291.2384,0.73855087,,,,,,,,,,,,
2014/8/5,2320.145,1.26161468,,,,,,,,,,,,
2014/8/6,2308.9222,-0.48371115,,,,,,,,,,,,
2014/8/7,2308.0829,-0.03635029,,,,,,,,,,,,
2014/8/8,2350.6754,1.84536266,,,,,,,,,,,,
2014/8/11,2376.4288,1.09557449,,,,,,,,,,,,
2014/8/12,2415.9432,1.66276389,,,,,,,,,,,,
2014/8/13,2409.2286,-0.27792872,,,,,,,,,,,,
2014/8/14,2421.6074,0.51380761,,,,,,,,,,,,
2014/8/15,2465.5003,1.81255227,,,,,,,,,,,,
2014/8/18,2493.5319,1.13695383,,,,,,,,,,,,
2014/8/19,2521.0892,1.10515129,,,,,,,,,,,,
2014/8/20,2483.1771,-1.50379844,,,,,,,,,,,,
2014/8/21,2515.7079,1.31004752,,,,,,,,,,,,
2014/8/22,2553.4066,1.49853248,,,,,,,,,,,,
2014/8/25,2556.7708,0.1317534,,,,,,,,,,,,
2014/8/26,2491.0826,-2.5691861,,,,,,,,,,,,
2014/8/27,2527.1701,1.44866734,,,,,,,,,,,,
2014/8/28,2509.8632,-0.68483321,,,,,,,,,,,,
2014/8/29,2544.837,1.39345443,,,,,,,,,,,,
2014/9/1,2633.9557,3.50194138,,,,,,,,,,,,
2014/9/2,2657.3817,0.88938474,,,,,,,,,,,,
2014/9/3,2684.2025,1.00929422,,,,,,,,,,,,
2014/9/4,2732.1867,1.78765201,,,,,,,,,,,,
2014/9/5,2713.172,-0.69595171,,,,,,,,,,,,
2014/9/9,2689.9119,-0.85730282,,,,,,,,,,,,
2014/9/10,2704.7754,0.55256457,,,,,,,,,,,,
2014/9/11,2692.81,-0.44238054,,,,,,,,,,,,
2014/9/12,2717.2961,0.90931406,,,,,,,,,,,,
2014/9/15,2748.2225,1.13813139,,,,,,,,,,,,
2014/9/16,2637.3359,-4.03484798,,,,,,,,,,,,
2014/9/17,2647.4045,0.38177162,,,,,,,,,,,,
2014/9/18,2660.645,0.50013136,,,,,,,,,,,,
2014/9/19,2726.6645,2.48133441,,,,,,,,,,,,
2014/9/22,2701.6423,-0.91768533,,,,,,,,,,,,
2014/9/23,2747.2075,1.68657413,,,,,,,,,,,,
