year,0
2013,0.0
2014,0.08957629674873328
2015,0.24361409753495183
2016,0.32734162271266637
2017,0.5000404352745781
2018,0.6182423240891405
2019,0.7373798146255222
2020,0.7418340718806979
2021,0.7483545604416455
2022,0.7308154784693146
